"";"Subject";"Day";"Context";"Rate"
"364";"K1_CA1_d4_TT4_2.t";"Day 3";"Across";0,013370007
"365";"MG1_d6_TT3_1.t";"Day 1";"Across";0,106204952
"366";"MG1_d6_TT3_10.t";"Day 1";"Across";0,045036745
"367";"MG1_d6_TT3_11.t";"Day 1";"Across";0,113487332
"368";"MG1_d6_TT3_13.t";"Day 1";"Across";0,062499004
"369";"MG1_d6_TT3_2.t";"Day 1";"Across";0,303198373
"370";"MG1_d6_TT3_3.t";"Day 1";"Across";0,100088144
"371";"MG1_d6_TT3_4.t";"Day 1";"Across";0,066978394
"372";"MG1_d6_TT3_5.t";"Day 1";"Across";0,289025371
"373";"MG1_d6_TT3_6.t";"Day 1";"Across";0,24518332
"374";"MG1_d6_TT3_7.t";"Day 1";"Across";0,306190219
"375";"MG1_d6_TT3_8.t";"Day 1";"Across";1,137393437
"376";"MG1_d6_TT3_9.t";"Day 1";"Across";0,182281496
"377";"MG1_d7_TT3_1.t";"Day 2";"Across";0,094195269
"378";"MG1_d7_TT3_11.t";"Day 2";"Across";0,170925777
"379";"MG1_d7_TT3_12.t";"Day 2";"Across";0,059143889
"380";"MG1_d7_TT3_13.t";"Day 2";"Across";0,212801204
"381";"MG1_d7_TT3_14.t";"Day 2";"Across";0,08778949
"382";"MG1_d7_TT3_15.t";"Day 2";"Across";0,237377452
"383";"MG1_d7_TT3_17.t";"Day 2";"Across";0,044345598
"384";"MG1_d7_TT3_3.t";"Day 2";"Across";0,192816463
"385";"MG1_d7_TT3_4.t";"Day 2";"Across";0,190217764
"386";"MG1_d7_TT3_6.t";"Day 2";"Across";0,121224336
"387";"MG1_d7_TT3_7.t";"Day 2";"Across";0,039191414
"388";"MG1_d7_TT3_8.t";"Day 2";"Across";0,437311398
"389";"MG1_d7_TT3_9.t";"Day 2";"Across";0,241059827
"390";"MG1_d7_TT4_1.t";"Day 2";"Across";0,252410055
"391";"MG1_d11_TT2_1.t";"Day 3";"Across";0,325028508
"392";"MG1_d11_TT2_2.t";"Day 3";"Across";0,27338633
"393";"MG1_d11_TT3_10.t";"Day 3";"Across";0,095542674
"394";"MG1_d11_TT3_11.t";"Day 3";"Across";0,221581827
"395";"MG1_d11_TT3_12.t";"Day 3";"Across";0,09736188
"396";"MG1_d11_TT3_13.t";"Day 3";"Across";0,043095331
"397";"MG1_d11_TT3_2.t";"Day 3";"Across";0,236598424
"398";"MG1_d11_TT3_4.t";"Day 3";"Across";0,275586624
"399";"MG1_d11_TT3_6.t";"Day 3";"Across";0,096812899
"400";"MG1_d11_TT3_7.t";"Day 3";"Across";0,126516715
"401";"MG1_d11_TT3_8.t";"Day 3";"Across";0,21561658
"402";"MG1_d11_TT3_9.t";"Day 3";"Across";0,192977722
"403";"AK74_CA1_d1_TT4_05.t";"Day 1";"Across";0,065850657
"404";"AK74_CA1_d2_TT4_01.t";"Day 2";"Across";0,219339002
"405";"AK74_CA1_d2_TT4_03.t";"Day 2";"Across";0,217127806
"406";"AK74_CA1_d2_TT4_04.t";"Day 2";"Across";0,207945012
"407";"CMG159_recut_s6_TT1_4.t";"Day 1";"Across";0,062146473
"408";"CMG159_recut_s6_TT2_1.t";"Day 1";"Across";0,079076371
"409";"CMG159_recut_s6_TT2_2.t";"Day 1";"Across";0,170578623
"410";"CMG159_recut_s6_TT4_1.t";"Day 1";"Across";0,057668766
"411";"CMG159_recut_s6_TT6_7.t";"Day 1";"Across";0,07230476
"412";"CMG159_recut_s7_TT1_1.t";"Day 2";"Across";NA
"413";"CMG159_recut_s7_TT1_4.t";"Day 2";"Across";NA
"414";"CMG159_recut_s7_TT2_5.t";"Day 2";"Across";NA
"415";"CMG159_recut_s7_TT6_5.t";"Day 2";"Across";NA
"416";"CMG159_recut_s8_TT1_1.t";"Day 3";"Across";0,069660245
"417";"CMG159_recut_s8_TT2_3.t";"Day 3";"Across";0,559443423
"418";"CMG159_recut_s8_TT2_6.t";"Day 3";"Across";0,053776621
"419";"CMG159_recut_s8_TT4_10.t";"Day 3";"Across";0,068763001
"420";"CMG159_recut_s8_TT4_3.t";"Day 3";"Across";0,101979104
"421";"CMG159_recut_s8_TT4_7.t";"Day 3";"Across";0,075799814
"422";"JJ9_CA1_d3_TT5_05.t";"Day 3";"Across";0,171842468
"423";"JJ9_CA1_d3_TT5_06.t";"Day 3";"Across";0,611673135
"424";"MG1_d6_TT3_12.t";"Day 1";"Across";0,108453258
"425";"MG1_d7_TT3_10.t";"Day 2";"Across";0,026547934
"426";"MG1_d7_TT3_2.t";"Day 2";"Across";0,066285529
"427";"MG1_d7_TT3_5.t";"Day 2";"Across";0,082477374
"428";"MG1_d11_TT3_1.t";"Day 3";"Across";0,15755432
"429";"MG1_d11_TT3_3.t";"Day 3";"Across";0,079615394
"430";"MG1_d11_TT3_5.t";"Day 3";"Across";0,1664066
