animalName;sessionName;animalSessionCellName;avgWithinCorrelation;avgAcrossCorrelation;bestAlignedCorrelation;groupId;groupLabel;isCalciumData
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_130.t;0,319646931;0,370377189;0,525650765;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_131.t;0,309161648;0,254615779;0,075264039;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_133.t;0,470361987;0,504876328;0,832631498;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_134.t;0,605014975;0,609881859;0,826887109;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_135.t;0,463829589;0,406386874;0,543557199;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_136.t;0,614128398;0,553013434;0,730950741;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_137.t;0,523979293;0,558764594;0,69663874;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_138.t;0,264455773;0,268711413;0,47373727;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_14.t;0,412763278;0,43146552;0,834714333;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_140.t;0,388425858;0,406196406;0,773552104;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_141.t;0,330484096;0,354990505;0,447216492;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_142.t;0,388150944;0,318392184;0,37439142;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_143.t;0,115857211;0,258556404;0,391213069;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_145.t;0,403741491;0,393921399;0,569457101;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_147.t;0,254064336;0,279281302;0,483030697;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_148.t;0,420776662;0,42499035;0,715049862;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_149.t;0,422218131;0,424117808;0,792247796;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_15.t;0,30059516;0,269009351;0,234879675;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_150.t;0,382535053;0,254182124;0,374477659;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_151.t;0,296844829;0,290432549;0,651911999;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_152.t;0,200114476;0,21168948;0,449726638;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_153.t;0,338392826;0,40396729;0,788520297;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_154.t;0,377618819;0,470167714;0,868305158;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_155.t;0,300703047;0,366532302;0,825725331;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_156.t;0,502192974;0,439144559;0,543460463;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_157.t;0,560293698;0,563914595;0,82349233;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_158.t;0,210593517;0,217075774;0,199483521;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_159.t;0,226029934;0,278431884;0,646001824;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_16.t;0,454363364;0,368472459;0,29107843;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_160.t;0,327416013;0,329119515;0,589889848;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_161.t;0,44288482;0,061307561;0,012060297;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_162.t;0,483852141;0,52480065;0,823733487;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_163.t;0,501110557;0,520402221;0,609042829;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_164.t;0,476534237;0,536104473;0,828410797;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_165.t;0,493228101;0,516424781;0,747567094;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_166.t;0,429297365;0,421855348;0,466792814;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_167.t;0,479468271;0,462506477;0,707017507;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_168.t;0,44925846;0,509070694;0,772564129;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_169.t;0,438409735;0,399989235;0,64389534;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_17.t;0,158469802;0,240124966;0,306310669;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_171.t;0,434810488;0,335804486;0,351408827;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_172.t;0,310458352;0,357556826;0,33461599;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_174.t;0,305921909;0,367551793;0,619853153;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_176.t;0,484488921;0,461879361;0,652879174;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_177.t;0,396533593;0,443629805;0,662950835;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_178.t;0,335591954;0,382965247;0,398552401;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_179.t;0,312120986;0,385007717;0,708556636;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_18.t;0,282935758;0,354152133;0,584681625;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_180.t;0,144023241;0,272507813;0,765213366;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_181.t;0,378504046;0,481689042;0,744963898;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_183.t;0,196970131;0,20895919;0,464536002;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_184.t;0,185850968;0,232437552;0,257092779;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_186.t;0,370186831;0,393516461;0,64809007;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_187.t;0,397008475;0,410506082;0,498267229;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_188.t;0,352281582;0,330702091;0,361966767;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_19.t;0,397685241;0,439114364;0,662747074;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_190.t;0,441758459;0,301202108;0,642154609;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_191.t;0,61043374;0,638855433;0,876572558;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_192.t;0,320029893;0,338645439;0,276991562;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_193.t;0,43384675;0,420028224;0,488676772;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_194.t;0,491621607;0,563317639;0,959525335;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_195.t;0,235067137;0,347201593;0,801034648;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_196.t;0,245806672;0,215860556;0,088745155;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_197.t;0,432295682;0,42181101;0,72831655;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_198.t;0,266645097;0,293677371;0,253456025;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_2.t;0,252426793;0,36468849;0,484041573;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_20.t;0,251232208;0,19532657;0,397876675;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_200.t;0,301985682;0,358874739;0,708225047;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_201.t;0,502302323;0,452270146;0,619920566;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_203.t;0,299776169;0,354283822;0,292820051;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_204.t;0,281796116;0,240031395;0,264613274;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_205.t;0,478941687;0,407550659;0,773709954;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_206.t;0,509343849;0,507485056;0,716384259;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_209.t;0,365840912;0,325904203;0,401377694;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_21.t;0,325758326;0,423311616;0,803146206;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_210.t;0,215171817;0,277691575;0,739366953;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_211.t;0,291233965;0,305174992;0,501274138;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_212.t;0,498773804;0,370911833;0,408248714;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_213.t;0,436157546;0,409799126;0,649030348;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_217.t;0,343395099;0,405878976;0,64030725;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_219.t;0,478281668;0,478785974;0,698413135;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_221.t;0,494223087;0,579475497;0,909489652;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_222.t;0,35117002;0,320360198;0,402291635;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_223.t;0,428429074;0,476049306;0,61366065;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_224.t;0,272181587;0,245247461;0,363527651;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_225.t;0,484859034;0,470135346;0,652649115;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_227.t;0,309174904;0,349009191;0,478895701;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_228.t;0,4803007;0,356609185;0,531762119;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_229.t;0,475621439;0,50259003;0,729904014;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_23.t;0,33249051;0,398360989;0,653085113;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_230.t;0,327942721;0,384225556;0,802158439;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_231.t;0,25194556;0,295696331;0,693016558;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_233.t;0,20928274;0,315135761;0,255311651;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_238.t;0,185911321;0,218143396;0,297051719;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_24.t;0,327006255;0,356702273;0,475891051;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_240.t;0,460355355;0,493195451;0,684443852;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_241.t;0,154039824;0,160062411;0,275743126;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_242.t;0,270347866;0,247189422;0,113867183;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_243.t;0,140459309;0,144814137;0,311173586;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_247.t;0,424256366;0,479733302;0,805878698;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_25.t;0,398234642;0,387638951;0,597003115;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_26.t;0,296475529;0,415215649;0,784183942;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_28.t;0,425225284;0,393112637;0,359155882;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_29.t;0,198573044;0,307813136;0,619320497;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_3.t;0,423117135;0,412799584;0,567606629;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_30.t;0,397970873;0,426799677;0,591848051;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_32.t;0,301432936;0,344766183;0,781768889;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_33.t;0,376605958;0,34073832;0,367327163;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_34.t;0,34015876;0,421283637;0,69716296;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_36.t;0,353831056;0,239525123;0,352739872;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_37.t;0,376279791;0,101367181;0,126385827;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_38.t;0,398499048;0,497760349;0,726649916;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_39.t;0,265850086;0,331174214;0,534991705;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_4.t;0,374683609;0,258523523;0,25878991;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_40.t;0,473563233;0,521799339;0,823555569;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_41.t;0,298014645;0,317417583;0,328309013;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_42.t;0,394709011;0,424743062;0,448946315;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_43.t;0,368757655;0,378941425;0,608207345;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_45.t;0,485399161;0,507279671;0,891107285;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_46.t;0,468743433;0,380426603;0,530309275;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_47.t;0,282222355;0,343454497;0,78411952;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_48.t;0,185276696;0,335731982;0,712758182;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_5.t;0,554752697;0,494861974;0,694362897;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_50.t;0,424229834;0,477400707;0,837295127;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_51.t;0,563515464;0,609625109;0,860942189;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_52.t;0,357894141;0,419116316;0,556965752;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_55.t;0,301553184;0,34643497;0,404722702;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_58.t;0,531690721;0,481239245;0,547138242;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_59.t;0,209883148;0,251802946;0,405239946;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_6.t;0,310001826;0,13454411;-0,00931135;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_60.t;0,4173707;0,374357721;0,518248237;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_61.t;0,42168418;0,307042678;0,648392691;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_63.t;0,540015377;0,037944629;-0,167656277;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_64.t;0,259909681;0,360219236;0,782942108;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_65.t;0,365661902;0,31826473;0,611250533;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_67.t;0,521449911;0,459575108;0,60938894;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_68.t;0,484576863;0,432832821;0,420494212;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_69.t;0,298825859;0,326393026;0,535641507;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_7.t;0,655081048;0,55116141;0,668827595;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_70.t;0,265842576;0,320238083;0,604850004;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_72.t;0,315136211;0,361056422;0,203068586;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_73.t;0,209524967;0,132604678;0,15753409;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_74.t;0,41428051;0,395339616;0,63176514;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_75.t;0,442308425;0,47122509;0,776769228;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_77.t;0,236586107;0,311578933;0,45194895;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_79.t;0,256921582;0,297245657;0,560576359;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_8.t;0,790826171;0,251066833;0,171347485;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_82.t;0,413939095;0,454044688;0,652106628;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_83.t;0,315159164;0,349883917;0,517079482;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_84.t;0,516527525;0,556239358;0,844157755;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_85.t;0,336736496;0,387381194;0,836472681;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_86.t;0,397492032;0,383248779;0,459928302;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_87.t;0,258574401;0,269426592;0,721727493;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_88.t;0,233910353;0,302031686;0,600382474;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_89.t;0,443329056;0,538136747;0,910122592;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_90.t;0,232646648;0,341216935;0,641564007;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_91.t;0,29442716;0,357925528;0,717472076;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_92.t;0,424112929;0,496460714;0,653108338;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_93.t;0,506681636;0,522382479;0,754692779;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_94.t;0,346729977;0,433682109;0,831804118;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_96.t;0,345945901;0,397218273;0,60090813;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_97.t;0,426501147;0,30075662;0,236552407;1;Day 1;VERDADERO
CMG129_CA1;s1;CMG129_CA1_s1_CMG129_CA1_s1_98.t;0,452430477;0,400974382;0,465159936;1;Day 1;VERDADERO
