"";"CellType";"Day";"Corr"
"2844";"FS";"Day 2";0,602293591
"2845";"FS";"Day 2";0,641369148
"2846";"FS";"Day 2";0,658558835
"2847";"FS";"Day 2";0,650641233
"2848";"FS";"Day 2";0,622404369
"2849";"FS";"Day 2";0,584012338
"2850";"FS";"Day 2";0,542873558
"2851";"FS";"Day 2";0,502489904
"2852";"FS";"Day 2";0,47260307
"2853";"FS";"Day 2";0,356241276
"2854";"FS";"Day 2";0,406459225
"2855";"FS";"Day 2";0,460535436
"2856";"FS";"Day 2";0,51497019
"2857";"FS";"Day 2";0,563979883
"2858";"FS";"Day 2";0,606503686
"2859";"FS";"Day 2";0,641065771
"2860";"FS";"Day 2";0,671209228
"2861";"FS";"Day 2";0,699585371
"2862";"FS";"Day 2";0,728486055
"2863";"FS";"Day 2";0,746881445
"2864";"FS";"Day 2";0,748772661
"2865";"FS";"Day 2";0,716442781
"2866";"FS";"Day 2";0,659522617
"2867";"FS";"Day 2";0,594388225
"2868";"FS";"Day 2";0,544197568
"2869";"FS";"Day 2";0,515450637
"2870";"FS";"Day 2";0,502762216
"2871";"FS";"Day 2";0,494570699
"2872";"FS";"Day 2";0,501991514
"2873";"FS";"Day 2";0,528892487
"2874";"FS";"Day 2";0,574564287
"2875";"FS";"Day 2";0,628469565
"2876";"FS";"Day 2";0,678109763
"2877";"FS";"Day 2";0,708387322
"2878";"FS";"Day 2";0,712172578
"2879";"FS";"Day 2";0,690841692
"2880";"FS";"Day 2";0,65262483
"2881";"FS";"Day 2";0,605701585
"2882";"FS";"Day 2";0,555548167
"2883";"FS";"Day 2";0,512676921
"2884";"FS";"Day 2";0,411869107
"2885";"FS";"Day 2";0,465434755
"2886";"FS";"Day 2";0,52166198
"2887";"FS";"Day 2";0,576238477
"2888";"FS";"Day 2";0,623753881
"2889";"FS";"Day 2";0,663664232
"2890";"FS";"Day 2";0,69392125
"2891";"FS";"Day 2";0,717615902
"2892";"FS";"Day 2";0,736626231
"2893";"FS";"Day 2";0,755341911
"2894";"FS";"Day 2";0,766215474
"2895";"FS";"Day 2";0,766949181
"2896";"FS";"Day 2";0,740872083
"2897";"FS";"Day 2";0,692202927
"2898";"FS";"Day 2";0,630683745
"2899";"FS";"Day 2";0,577504729
"2900";"FS";"Day 2";0,547070121
"2901";"FS";"Day 2";0,53340573
"2902";"FS";"Day 2";0,528529231
"2903";"FS";"Day 2";0,540116659
"2904";"FS";"Day 2";0,57266036
"2905";"FS";"Day 2";0,622167813
"2906";"FS";"Day 2";0,678467935
"2907";"FS";"Day 2";0,729221572
"2908";"FS";"Day 2";0,760811378
"2909";"FS";"Day 2";0,766174039
"2910";"FS";"Day 2";0,745883963
"2911";"FS";"Day 2";0,705840929
"2912";"FS";"Day 2";0,65357075
"2913";"FS";"Day 2";0,595566547
"2914";"FS";"Day 2";0,542235786
"2915";"FS";"Day 2";0,44490344
"2916";"FS";"Day 2";0,500629688
"2917";"FS";"Day 2";0,557700256
"2918";"FS";"Day 2";0,609903253
"2919";"FS";"Day 2";0,65244181
"2920";"FS";"Day 2";0,685306821
"2921";"FS";"Day 2";0,707253975
"2922";"FS";"Day 2";0,723582605
"2923";"FS";"Day 2";0,73717446
"2924";"FS";"Day 2";0,753714228
"2925";"FS";"Day 2";0,766167346
"2926";"FS";"Day 2";0,771594357
"2927";"FS";"Day 2";0,755111464
"2928";"FS";"Day 2";0,716289682
"2929";"FS";"Day 2";0,66136659
"2930";"FS";"Day 2";0,608346504
"2931";"FS";"Day 2";0,58037372
"2932";"FS";"Day 2";0,572836292
"2933";"FS";"Day 2";0,579356689
"2934";"FS";"Day 2";0,602554454
"2935";"FS";"Day 2";0,643074309
"2936";"FS";"Day 2";0,693791542
"2937";"FS";"Day 2";0,744196478
"2938";"FS";"Day 2";0,783089631
"2939";"FS";"Day 2";0,801035591
"2940";"FS";"Day 2";0,795006368
"2941";"FS";"Day 2";0,767704739
"2942";"FS";"Day 2";0,723239878
"2943";"FS";"Day 2";0,667592295
"2944";"FS";"Day 2";0,6057137
"2945";"FS";"Day 2";0,549506629
"2946";"FS";"Day 2";0,441404
"2947";"FS";"Day 2";0,494449234
"2948";"FS";"Day 2";0,548837559
"2949";"FS";"Day 2";0,597063446
"2950";"FS";"Day 2";0,635584453
"2951";"FS";"Day 2";0,6641597
"2952";"FS";"Day 2";0,682092359
"2953";"FS";"Day 2";0,696712912
"2954";"FS";"Day 2";0,711521691
"2955";"FS";"Day 2";0,732122363
"2956";"FS";"Day 2";0,750650907
"2957";"FS";"Day 2";0,761579846
"2958";"FS";"Day 2";0,753635772
"2959";"FS";"Day 2";0,724083529
"2960";"FS";"Day 2";0,67867153
"2961";"FS";"Day 2";0,62961861
"2962";"FS";"Day 2";0,607481166
"2963";"FS";"Day 2";0,60875895
"2964";"FS";"Day 2";0,628829312
"2965";"FS";"Day 2";0,664007659
"2966";"FS";"Day 2";0,707010063
"2967";"FS";"Day 2";0,748901161
"2968";"FS";"Day 2";0,780221595
"2969";"FS";"Day 2";0,795712755
"2970";"FS";"Day 2";0,79295146
"2971";"FS";"Day 2";0,772675761
"2972";"FS";"Day 2";0,738651129
"2973";"FS";"Day 2";0,692536071
"2974";"FS";"Day 2";0,639121346
"2975";"FS";"Day 2";0,580903094
"2976";"FS";"Day 2";0,53126431
"2977";"FS";"Day 2";0,405405006
"2978";"FS";"Day 2";0,453999941
"2979";"FS";"Day 2";0,505063957
"2980";"FS";"Day 2";0,551159596
"2981";"FS";"Day 2";0,590193988
"2982";"FS";"Day 2";0,620895701
"2983";"FS";"Day 2";0,641643676
"2984";"FS";"Day 2";0,659602992
"2985";"FS";"Day 2";0,677947953
"2986";"FS";"Day 2";0,702010945
"2987";"FS";"Day 2";0,724594779
"2988";"FS";"Day 2";0,738882082
"2989";"FS";"Day 2";0,737897179
"2990";"FS";"Day 2";0,718562806
"2991";"FS";"Day 2";0,685690963
"2992";"FS";"Day 2";0,643578332
"2993";"FS";"Day 2";0,626850148
"2994";"FS";"Day 2";0,632455825
"2995";"FS";"Day 2";0,657709119
"2996";"FS";"Day 2";0,69545403
"2997";"FS";"Day 2";0,730840306
"2998";"FS";"Day 2";0,755355973
"2999";"FS";"Day 2";0,764265354
"3000";"FS";"Day 2";0,759306745
"3001";"FS";"Day 2";0,742325167
"3002";"FS";"Day 2";0,713957498
"3003";"FS";"Day 2";0,676649
"3004";"FS";"Day 2";0,630300013
"3005";"FS";"Day 2";0,579759902
"3006";"FS";"Day 2";0,528244558
"3007";"FS";"Day 2";0,485781831
"3008";"FS";"Day 2";0,357753698
"3009";"FS";"Day 2";0,403365622
"3010";"FS";"Day 2";0,452824392
"3011";"FS";"Day 2";0,499365377
"3012";"FS";"Day 2";0,541945288
"3013";"FS";"Day 2";0,578525307
"3014";"FS";"Day 2";0,606024976
"3015";"FS";"Day 2";0,629421343
"3016";"FS";"Day 2";0,65087116
"3017";"FS";"Day 2";0,674939564
"3018";"FS";"Day 2";0,696720653
"3019";"FS";"Day 2";0,710337053
"3020";"FS";"Day 2";0,713038325
"3021";"FS";"Day 2";0,702784022
"3022";"FS";"Day 2";0,681979633
"3023";"FS";"Day 2";0,648258165
"3024";"FS";"Day 2";0,636186159
"3025";"FS";"Day 2";0,642219007
"3026";"FS";"Day 2";0,665206846
"3027";"FS";"Day 2";0,697030324
"3028";"FS";"Day 2";0,719966036
"3029";"FS";"Day 2";0,727621915
"3030";"FS";"Day 2";0,720430266
"3031";"FS";"Day 2";0,704675882
"3032";"FS";"Day 2";0,682563054
"3033";"FS";"Day 2";0,652660545
"3034";"FS";"Day 2";0,615670785
"3035";"FS";"Day 2";0,570351406
"3036";"FS";"Day 2";0,521191089
"3037";"FS";"Day 2";0,473558951
"3038";"FS";"Day 2";0,433278635
"3039";"FS";"Day 2";0,30868501
"3040";"FS";"Day 2";0,353064695
"3041";"FS";"Day 2";0,402688067
"3042";"FS";"Day 2";0,45130978
"3043";"FS";"Day 2";0,498167336
"3044";"FS";"Day 2";0,540686266
"3045";"FS";"Day 2";0,574624011
"3046";"FS";"Day 2";0,602252937
"3047";"FS";"Day 2";0,62476776
"3048";"FS";"Day 2";0,645830921
"3049";"FS";"Day 2";0,663988083
"3050";"FS";"Day 2";0,675538821
"3051";"FS";"Day 2";0,680165203
"3052";"FS";"Day 2";0,67735614
"3053";"FS";"Day 2";0,665977854
"3054";"FS";"Day 2";0,640074622
"3055";"FS";"Day 2";0,631377916
"3056";"FS";"Day 2";0,636627223
"3057";"FS";"Day 2";0,656152706
"3058";"FS";"Day 2";0,682749431
"3059";"FS";"Day 2";0,699386011
"3060";"FS";"Day 2";0,69920862
"3061";"FS";"Day 2";0,684245551
"3062";"FS";"Day 2";0,662472804
"3063";"FS";"Day 2";0,635866441
"3064";"FS";"Day 2";0,602506016
"3065";"FS";"Day 2";0,562544753
"3066";"FS";"Day 2";0,514510757
"3067";"FS";"Day 2";0,461853943
"3068";"FS";"Day 2";0,412469244
"3069";"FS";"Day 2";0,368022854
"3070";"FS";"Day 2";0,265197717
"3071";"FS";"Day 2";0,310629782
"3072";"FS";"Day 2";0,363455874
"3073";"FS";"Day 2";0,418372222
"3074";"FS";"Day 2";0,473751744
"3075";"FS";"Day 2";0,525833806
"3076";"FS";"Day 2";0,568070968
"3077";"FS";"Day 2";0,598595655
"3078";"FS";"Day 2";0,617449277
"3079";"FS";"Day 2";0,628564292
"3080";"FS";"Day 2";0,636062763
"3081";"FS";"Day 2";0,640445006
"3082";"FS";"Day 2";0,642951477
"3083";"FS";"Day 2";0,644540969
"3084";"FS";"Day 2";0,639000182
"3085";"FS";"Day 2";0,619054304
"3086";"FS";"Day 2";0,6118087
"3087";"FS";"Day 2";0,615747633
"3088";"FS";"Day 2";0,633371162
"3089";"FS";"Day 2";0,658942471
"3090";"FS";"Day 2";0,676731634
"3091";"FS";"Day 2";0,675932803
"3092";"FS";"Day 2";0,657018028
"3093";"FS";"Day 2";0,629229027
"3094";"FS";"Day 2";0,595682223
"3095";"FS";"Day 2";0,55581724
"3096";"FS";"Day 2";0,509871093
"3097";"FS";"Day 2";0,456549461
"3098";"FS";"Day 2";0,397793161
"3099";"FS";"Day 2";0,344092093
"3100";"FS";"Day 2";0,294216813
"3101";"FS";"Day 2";0,22845776
"3102";"FS";"Day 2";0,274433945
"3103";"FS";"Day 2";0,329970958
"3104";"FS";"Day 2";0,390964998
"3105";"FS";"Day 2";0,454447734
"3106";"FS";"Day 2";0,515217058
"3107";"FS";"Day 2";0,564491105
"3108";"FS";"Day 2";0,596559861
"3109";"FS";"Day 2";0,610501471
"3110";"FS";"Day 2";0,610962179
"3111";"FS";"Day 2";0,607418781
"3112";"FS";"Day 2";0,603794834
"3113";"FS";"Day 2";0,602204278
"3114";"FS";"Day 2";0,605197871
"3115";"FS";"Day 2";0,601811749
"3116";"FS";"Day 2";0,584804078
"3117";"FS";"Day 2";0,576059643
"3118";"FS";"Day 2";0,577596185
"3119";"FS";"Day 2";0,594581852
"3120";"FS";"Day 2";0,622531293
"3121";"FS";"Day 2";0,64624958
"3122";"FS";"Day 2";0,648406188
"3123";"FS";"Day 2";0,626756052
"3124";"FS";"Day 2";0,591872358
"3125";"FS";"Day 2";0,549588273
"3126";"FS";"Day 2";0,501866779
"3127";"FS";"Day 2";0,449201679
"3128";"FS";"Day 2";0,390768564
"3129";"FS";"Day 2";0,327256707
"3130";"FS";"Day 2";0,272218767
"3131";"FS";"Day 2";0,221354585
"3132";"FS";"Day 2";0,198782735
"3133";"FS";"Day 2";0,244029674
"3134";"FS";"Day 2";0,30064396
"3135";"FS";"Day 2";0,366280087
"3136";"FS";"Day 2";0,43684593
"3137";"FS";"Day 2";0,505440718
"3138";"FS";"Day 2";0,560836767
"3139";"FS";"Day 2";0,593368271
"3140";"FS";"Day 2";0,601176554
"3141";"FS";"Day 2";0,590376186
"3142";"FS";"Day 2";0,57598899
"3143";"FS";"Day 2";0,564719322
"3144";"FS";"Day 2";0,558911174
"3145";"FS";"Day 2";0,56164865
"3146";"FS";"Day 2";0,558014437
"3147";"FS";"Day 2";0,540789349
"3148";"FS";"Day 2";0,527452445
"3149";"FS";"Day 2";0,525191835
"3150";"FS";"Day 2";0,541736984
"3151";"FS";"Day 2";0,5741125
"3152";"FS";"Day 2";0,607383179
"3153";"FS";"Day 2";0,618269094
"3154";"FS";"Day 2";0,59783768
"3155";"FS";"Day 2";0,55734015
"3156";"FS";"Day 2";0,506194937
"3157";"FS";"Day 2";0,449906142
"3158";"FS";"Day 2";0,38991052
"3159";"FS";"Day 2";0,326720365
"3160";"FS";"Day 2";0,260866393
"3161";"FS";"Day 2";0,207108746
"3162";"FS";"Day 2";0,16064759
"3163";"FS";"Day 2";0,173064792
"3164";"FS";"Day 2";0,216209877
"3165";"FS";"Day 2";0,271806983
"3166";"FS";"Day 2";0,340000364
"3167";"FS";"Day 2";0,416118053
"3168";"FS";"Day 2";0,491462865
"3169";"FS";"Day 2";0,552160085
"3170";"FS";"Day 2";0,584639445
"3171";"FS";"Day 2";0,586236775
"3172";"FS";"Day 2";0,564962754
"3173";"FS";"Day 2";0,541326897
"3174";"FS";"Day 2";0,52340035
"3175";"FS";"Day 2";0,514125301
"3176";"FS";"Day 2";0,51586165
"3177";"FS";"Day 2";0,510581474
"3178";"FS";"Day 2";0,491447031
"3179";"FS";"Day 2";0,472776284
"3180";"FS";"Day 2";0,4663751
"3181";"FS";"Day 2";0,481425166
"3182";"FS";"Day 2";0,516578664
"3183";"FS";"Day 2";0,558176012
"3184";"FS";"Day 2";0,579250828
"3185";"FS";"Day 2";0,563000214
"3186";"FS";"Day 2";0,51989904
"3187";"FS";"Day 2";0,462486184
"3188";"FS";"Day 2";0,399739336
"3189";"FS";"Day 2";0,3344065
"3190";"FS";"Day 2";0,268915141
"3191";"FS";"Day 2";0,204564537
"3192";"FS";"Day 2";0,155568768
"3193";"FS";"Day 2";0,116213457
"3194";"FS";"Day 2";0,153213099
"3195";"FS";"Day 2";0,193894746
"3196";"FS";"Day 2";0,247964248
"3197";"FS";"Day 2";0,317795097
"3198";"FS";"Day 2";0,39919432
"3199";"FS";"Day 2";0,481899361
"3200";"FS";"Day 2";0,549062011
"3201";"FS";"Day 2";0,582139306
"3202";"FS";"Day 2";0,576886069
"3203";"FS";"Day 2";0,543724832
"3204";"FS";"Day 2";0,509582893
"3205";"FS";"Day 2";0,483889323
"3206";"FS";"Day 2";0,469900005
"3207";"FS";"Day 2";0,468542918
"3208";"FS";"Day 2";0,46051588
"3209";"FS";"Day 2";0,439284452
"3210";"FS";"Day 2";0,416682436
"3211";"FS";"Day 2";0,406943888
"3212";"FS";"Day 2";0,419622669
"3213";"FS";"Day 2";0,455023698
"3214";"FS";"Day 2";0,502257078
"3215";"FS";"Day 2";0,533695257
"3216";"FS";"Day 2";0,524461964
"3217";"FS";"Day 2";0,482180036
"3218";"FS";"Day 2";0,421436552
"3219";"FS";"Day 2";0,35435075
"3220";"FS";"Day 2";0,285676293
"3221";"FS";"Day 2";0,220304758
"3222";"FS";"Day 2";0,160369884
"3223";"FS";"Day 2";0,117806653
"3224";"FS";"Day 2";0,085705413
"3225";"FS";"Day 2";0,137482639
"3226";"FS";"Day 2";0,174903357
"3227";"FS";"Day 2";0,225684535
"3228";"FS";"Day 2";0,294197862
"3229";"FS";"Day 2";0,377375387
"3230";"FS";"Day 2";0,463981656
"3231";"FS";"Day 2";0,535143414
"3232";"FS";"Day 2";0,568092174
"3233";"FS";"Day 2";0,55701667
"3234";"FS";"Day 2";0,514445976
"3235";"FS";"Day 2";0,473144983
"3236";"FS";"Day 2";0,443675077
"3237";"FS";"Day 2";0,42876806
"3238";"FS";"Day 2";0,427173229
"3239";"FS";"Day 2";0,41814952
"3240";"FS";"Day 2";0,395023331
"3241";"FS";"Day 2";0,368207077
"3242";"FS";"Day 2";0,353723569
"3243";"FS";"Day 2";0,361665093
"3244";"FS";"Day 2";0,393935084
"3245";"FS";"Day 2";0,443106474
"3246";"FS";"Day 2";0,483882736
"3247";"FS";"Day 2";0,483988861
"3248";"FS";"Day 2";0,445531724
"3249";"FS";"Day 2";0,383764945
"3250";"FS";"Day 2";0,313823899
"3251";"FS";"Day 2";0,24327034
"3252";"FS";"Day 2";0,179675067
"3253";"FS";"Day 2";0,125521731
"3254";"FS";"Day 2";0,089412408
"3255";"FS";"Day 2";0,063577337
"3256";"FS";"Day 3";0,337489452
"3257";"FS";"Day 3";0,366524997
"3258";"FS";"Day 3";0,402067023
"3259";"FS";"Day 3";0,454707006
"3260";"FS";"Day 3";0,509396691
"3261";"FS";"Day 3";0,554574037
"3262";"FS";"Day 3";0,576804259
"3263";"FS";"Day 3";0,569036625
"3264";"FS";"Day 3";0,529242857
"3265";"FS";"Day 3";0,465897116
"3266";"FS";"Day 3";0,399284964
"3267";"FS";"Day 3";0,349024246
"3268";"FS";"Day 3";0,319449708
"3269";"FS";"Day 3";0,314953557
"3270";"FS";"Day 3";0,333116983
"3271";"FS";"Day 3";0,364601215
"3272";"FS";"Day 3";0,387943539
"3273";"FS";"Day 3";0,387256194
"3274";"FS";"Day 3";0,365563219
"3275";"FS";"Day 3";0,339322837
"3276";"FS";"Day 3";0,323035032
"3277";"FS";"Day 3";0,325325075
"3278";"FS";"Day 3";0,34305242
"3279";"FS";"Day 3";0,37141858
"3280";"FS";"Day 3";0,384327876
"3281";"FS";"Day 3";0,358985388
"3282";"FS";"Day 3";0,300881323
"3283";"FS";"Day 3";0,234684668
"3284";"FS";"Day 3";0,178131833
"3285";"FS";"Day 3";0,134770945
"3286";"FS";"Day 3";0,104355878
"3287";"FS";"Day 3";0,345561709
"3288";"FS";"Day 3";0,371646048
"3289";"FS";"Day 3";0,402641913
"3290";"FS";"Day 3";0,447422794
"3291";"FS";"Day 3";0,498859946
"3292";"FS";"Day 3";0,546267381
"3293";"FS";"Day 3";0,577196416
"3294";"FS";"Day 3";0,581514593
"3295";"FS";"Day 3";0,553640898
"3296";"FS";"Day 3";0,498758307
"3297";"FS";"Day 3";0,435315971
"3298";"FS";"Day 3";0,383690479
"3299";"FS";"Day 3";0,352522935
"3300";"FS";"Day 3";0,346463744
"3301";"FS";"Day 3";0,363604179
"3302";"FS";"Day 3";0,394900311
"3303";"FS";"Day 3";0,416248213
"3304";"FS";"Day 3";0,410726457
"3305";"FS";"Day 3";0,384738537
"3306";"FS";"Day 3";0,358031128
"3307";"FS";"Day 3";0,345044334
"3308";"FS";"Day 3";0,352546757
"3309";"FS";"Day 3";0,375800964
"3310";"FS";"Day 3";0,407803308
"3311";"FS";"Day 3";0,424136267
"3312";"FS";"Day 3";0,404854695
"3313";"FS";"Day 3";0,353358399
"3314";"FS";"Day 3";0,288250409
"3315";"FS";"Day 3";0,227558639
"3316";"FS";"Day 3";0,177306267
"3317";"FS";"Day 3";0,140047384
"3318";"FS";"Day 3";0,360201345
"3319";"FS";"Day 3";0,381665774
"3320";"FS";"Day 3";0,406727186
"3321";"FS";"Day 3";0,443616897
"3322";"FS";"Day 3";0,492805119
"3323";"FS";"Day 3";0,543167306
"3324";"FS";"Day 3";0,585289737
"3325";"FS";"Day 3";0,605743483
"3326";"FS";"Day 3";0,594035308
"3327";"FS";"Day 3";0,54959076
"3328";"FS";"Day 3";0,488326808
"3329";"FS";"Day 3";0,432014848
"3330";"FS";"Day 3";0,39558014
"3331";"FS";"Day 3";0,384479628
"3332";"FS";"Day 3";0,397109779
"3333";"FS";"Day 3";0,424988512
"3334";"FS";"Day 3";0,440718697
"3335";"FS";"Day 3";0,429688153
"3336";"FS";"Day 3";0,400365281
"3337";"FS";"Day 3";0,374578725
"3338";"FS";"Day 3";0,365869865
"3339";"FS";"Day 3";0,378648327
"3340";"FS";"Day 3";0,406430806
"3341";"FS";"Day 3";0,439677157
"3342";"FS";"Day 3";0,456354837
"3343";"FS";"Day 3";0,441285834
"3344";"FS";"Day 3";0,398162914
"3345";"FS";"Day 3";0,339895359
"3346";"FS";"Day 3";0,280984184
"3347";"FS";"Day 3";0,227528222
"3348";"FS";"Day 3";0,18486071
"3349";"FS";"Day 3";0,362857789
"3350";"FS";"Day 3";0,382311066
"3351";"FS";"Day 3";0,404344517
"3352";"FS";"Day 3";0,437108682
"3353";"FS";"Day 3";0,487182166
"3354";"FS";"Day 3";0,541700333
"3355";"FS";"Day 3";0,594836708
"3356";"FS";"Day 3";0,631363558
"3357";"FS";"Day 3";0,636871945
"3358";"FS";"Day 3";0,605767849
"3359";"FS";"Day 3";0,550653393
"3360";"FS";"Day 3";0,49244961
"3361";"FS";"Day 3";0,452114986
"3362";"FS";"Day 3";0,435285903
"3363";"FS";"Day 3";0,440492308
"3364";"FS";"Day 3";0,461348551
"3365";"FS";"Day 3";0,46821867
"3366";"FS";"Day 3";0,450905586
"3367";"FS";"Day 3";0,419249885
"3368";"FS";"Day 3";0,395469209
"3369";"FS";"Day 3";0,39178274
"3370";"FS";"Day 3";0,409536956
"3371";"FS";"Day 3";0,440618179
"3372";"FS";"Day 3";0,472765858
"3373";"FS";"Day 3";0,486642515
"3374";"FS";"Day 3";0,472413267
"3375";"FS";"Day 3";0,435809908
"3376";"FS";"Day 3";0,38654731
"3377";"FS";"Day 3";0,334502452
"3378";"FS";"Day 3";0,283209088
"3379";"FS";"Day 3";0,238744226
"3380";"FS";"Day 3";0,358234711
"3381";"FS";"Day 3";0,377481672
"3382";"FS";"Day 3";0,398636076
"3383";"FS";"Day 3";0,43001215
"3384";"FS";"Day 3";0,482830723
"3385";"FS";"Day 3";0,541920987
"3386";"FS";"Day 3";0,604703198
"3387";"FS";"Day 3";0,65486125
"3388";"FS";"Day 3";0,675081017
"3389";"FS";"Day 3";0,655861884
"3390";"FS";"Day 3";0,607086611
"3391";"FS";"Day 3";0,548118343
"3392";"FS";"Day 3";0,50541036
"3393";"FS";"Day 3";0,4841142
"3394";"FS";"Day 3";0,482257907
"3395";"FS";"Day 3";0,496991219
"3396";"FS";"Day 3";0,496524835
"3397";"FS";"Day 3";0,476243678
"3398";"FS";"Day 3";0,445136995
"3399";"FS";"Day 3";0,425137266
"3400";"FS";"Day 3";0,427195473
"3401";"FS";"Day 3";0,449742423
"3402";"FS";"Day 3";0,483154709
"3403";"FS";"Day 3";0,512390132
"3404";"FS";"Day 3";0,520563124
"3405";"FS";"Day 3";0,502934174
"3406";"FS";"Day 3";0,467775119
"3407";"FS";"Day 3";0,42369768
"3408";"FS";"Day 3";0,377604494
"3409";"FS";"Day 3";0,330400914
"3410";"FS";"Day 3";0,287008178
"3411";"FS";"Day 3";0,34693721
"3412";"FS";"Day 3";0,3691972
"3413";"FS";"Day 3";0,392605583
"3414";"FS";"Day 3";0,426195071
"3415";"FS";"Day 3";0,48358824
"3416";"FS";"Day 3";0,547858493
"3417";"FS";"Day 3";0,618055442
"3418";"FS";"Day 3";0,677342836
"3419";"FS";"Day 3";0,707818078
"3420";"FS";"Day 3";0,698571426
"3421";"FS";"Day 3";0,657459634
"3422";"FS";"Day 3";0,601237866
"3423";"FS";"Day 3";0,559597203
"3424";"FS";"Day 3";0,536504921
"3425";"FS";"Day 3";0,529777565
"3426";"FS";"Day 3";0,54368037
"3427";"FS";"Day 3";0,547652617
"3428";"FS";"Day 3";0,542952306
"3429";"FS";"Day 3";0,530716315
"3430";"FS";"Day 3";0,524720194
"3431";"FS";"Day 3";0,531760076
"3432";"FS";"Day 3";0,547722917
"3433";"FS";"Day 3";0,566600716
"3434";"FS";"Day 3";0,576899054
"3435";"FS";"Day 3";0,567674125
"3436";"FS";"Day 3";0,538648535
"3437";"FS";"Day 3";0,497932541
"3438";"FS";"Day 3";0,45195312
"3439";"FS";"Day 3";0,405861313
"3440";"FS";"Day 3";0,359285836
"3441";"FS";"Day 3";0,315765462
"3442";"FS";"Day 3";0,327752828
"3443";"FS";"Day 3";0,355877057
"3444";"FS";"Day 3";0,384374469
"3445";"FS";"Day 3";0,423257424
"3446";"FS";"Day 3";0,485958212
"3447";"FS";"Day 3";0,55510769
"3448";"FS";"Day 3";0,629529557
"3449";"FS";"Day 3";0,693110153
"3450";"FS";"Day 3";0,730743064
"3451";"FS";"Day 3";0,733090291
"3452";"FS";"Day 3";0,705126281
"3453";"FS";"Day 3";0,658599999
"3454";"FS";"Day 3";0,622271204
"3455";"FS";"Day 3";0,599128093
"3456";"FS";"Day 3";0,587170407
"3457";"FS";"Day 3";0,598395711
"3458";"FS";"Day 3";0,604674248
"3459";"FS";"Day 3";0,612995428
"3460";"FS";"Day 3";0,617928994
"3461";"FS";"Day 3";0,625079632
"3462";"FS";"Day 3";0,638136609
"3463";"FS";"Day 3";0,649986407
"3464";"FS";"Day 3";0,656845373
"3465";"FS";"Day 3";0,649985851
"3466";"FS";"Day 3";0,624333701
"3467";"FS";"Day 3";0,583498461
"3468";"FS";"Day 3";0,534807993
"3469";"FS";"Day 3";0,482437787
"3470";"FS";"Day 3";0,430526734
"3471";"FS";"Day 3";0,379099728
"3472";"FS";"Day 3";0,331092388
"3473";"FS";"Day 3";0,312290373
"3474";"FS";"Day 3";0,348635908
"3475";"FS";"Day 3";0,385234425
"3476";"FS";"Day 3";0,433040951
"3477";"FS";"Day 3";0,502327602
"3478";"FS";"Day 3";0,575963384
"3479";"FS";"Day 3";0,649761421
"3480";"FS";"Day 3";0,708695532
"3481";"FS";"Day 3";0,744046927
"3482";"FS";"Day 3";0,752620915
"3483";"FS";"Day 3";0,738194349
"3484";"FS";"Day 3";0,707714745
"3485";"FS";"Day 3";0,683663255
"3486";"FS";"Day 3";0,666435521
"3487";"FS";"Day 3";0,65320248
"3488";"FS";"Day 3";0,661614274
"3489";"FS";"Day 3";0,668511751
"3490";"FS";"Day 3";0,68634616
"3491";"FS";"Day 3";0,706675004
"3492";"FS";"Day 3";0,726548826
"3493";"FS";"Day 3";0,746786284
"3494";"FS";"Day 3";0,757337873
"3495";"FS";"Day 3";0,754391501
"3496";"FS";"Day 3";0,732307026
"3497";"FS";"Day 3";0,69264263
"3498";"FS";"Day 3";0,641800983
"3499";"FS";"Day 3";0,585249326
"3500";"FS";"Day 3";0,524464881
"3501";"FS";"Day 3";0,463669016
"3502";"FS";"Day 3";0,40389993
"3503";"FS";"Day 3";0,347807026
"3504";"FS";"Day 3";0,306684804
"3505";"FS";"Day 3";0,352250977
"3506";"FS";"Day 3";0,398415815
"3507";"FS";"Day 3";0,457378049
"3508";"FS";"Day 3";0,533848289
"3509";"FS";"Day 3";0,610805251
"3510";"FS";"Day 3";0,67875509
"3511";"FS";"Day 3";0,724620837
"3512";"FS";"Day 3";0,748544491
"3513";"FS";"Day 3";0,756520814
"3514";"FS";"Day 3";0,753147105
"3515";"FS";"Day 3";0,742687003
"3516";"FS";"Day 3";0,736348527
"3517";"FS";"Day 3";0,730674833
"3518";"FS";"Day 3";0,719652256
"3519";"FS";"Day 3";0,719696764
"3520";"FS";"Day 3";0,713811208
"3521";"FS";"Day 3";0,718987524
"3522";"FS";"Day 3";0,735751679
"3523";"FS";"Day 3";0,758519894
"3524";"FS";"Day 3";0,787449368
"3525";"FS";"Day 3";0,811337699
"3526";"FS";"Day 3";0,819539286
"3527";"FS";"Day 3";0,80209468
"3528";"FS";"Day 3";0,762369346
"3529";"FS";"Day 3";0,709225758
"3530";"FS";"Day 3";0,648088297
"3531";"FS";"Day 3";0,579628178
"3532";"FS";"Day 3";0,50997238
"3533";"FS";"Day 3";0,441139357
"3534";"FS";"Day 3";0,375694141
"3535";"FS";"Day 3";0,314452367
"3536";"FS";"Day 3";0,369532949
"3537";"FS";"Day 3";0,42535971
"3538";"FS";"Day 3";0,495405876
"3539";"FS";"Day 3";0,577543838
"3540";"FS";"Day 3";0,65414573
"3541";"FS";"Day 3";0,710039298
"3542";"FS";"Day 3";0,73558265
