"";"CellType";"Day";"Corr"
"1446";"FI";"Day 3";0,874468307
"1447";"FI";"Day 3";0,875173909
"1448";"FI";"Day 3";0,872807874
"1449";"FI";"Day 3";0,866542815
"1450";"FI";"Day 3";0,858069526
"1451";"FI";"Day 3";0,848648045
"1452";"FI";"Day 3";0,838779285
"1453";"FI";"Day 3";0,827862616
"1454";"FI";"Day 3";0,814969941
"1455";"FI";"Day 3";0,797520055
"1456";"FI";"Day 3";0,774441813
"1457";"FI";"Day 3";0,74628857
"1458";"FI";"Day 3";0,694452955
"1459";"FI";"Day 3";0,740599428
"1460";"FI";"Day 3";0,776884512
"1461";"FI";"Day 3";0,802855062
"1462";"FI";"Day 3";0,819243771
"1463";"FI";"Day 3";0,830457982
"1464";"FI";"Day 3";0,840278051
"1465";"FI";"Day 3";0,851845852
"1466";"FI";"Day 3";0,865700001
"1467";"FI";"Day 3";0,879531017
"1468";"FI";"Day 3";0,889305448
"1469";"FI";"Day 3";0,893474076
"1470";"FI";"Day 3";0,892253559
"1471";"FI";"Day 3";0,888950984
"1472";"FI";"Day 3";0,886785785
"1473";"FI";"Day 3";0,885715685
"1474";"FI";"Day 3";0,886681711
"1475";"FI";"Day 3";0,888795141
"1476";"FI";"Day 3";0,89197014
"1477";"FI";"Day 3";0,895305844
"1478";"FI";"Day 3";0,896467448
"1479";"FI";"Day 3";0,894578066
"1480";"FI";"Day 3";0,889120185
"1481";"FI";"Day 3";0,881294796
"1482";"FI";"Day 3";0,87206163
"1483";"FI";"Day 3";0,861608258
"1484";"FI";"Day 3";0,84927347
"1485";"FI";"Day 3";0,834436258
"1486";"FI";"Day 3";0,815231137
"1487";"FI";"Day 3";0,790869146
"1488";"FI";"Day 3";0,762134319
"1489";"FI";"Day 3";0,728826299
"1490";"FI";"Day 3";0,771143071
"1491";"FI";"Day 3";0,803924048
"1492";"FI";"Day 3";0,826630196
"1493";"FI";"Day 3";0,84036926
"1494";"FI";"Day 3";0,849146495
"1495";"FI";"Day 3";0,856513349
"1496";"FI";"Day 3";0,865579505
"1497";"FI";"Day 3";0,877036477
"1498";"FI";"Day 3";0,88886871
"1499";"FI";"Day 3";0,897158827
"1500";"FI";"Day 3";0,900052844
"1501";"FI";"Day 3";0,898111891
"1502";"FI";"Day 3";0,89502474
"1503";"FI";"Day 3";0,893981276
"1504";"FI";"Day 3";0,894819489
"1505";"FI";"Day 3";0,897712295
"1506";"FI";"Day 3";0,901362456
"1507";"FI";"Day 3";0,905158319
"1508";"FI";"Day 3";0,908314222
"1509";"FI";"Day 3";0,909593897
"1510";"FI";"Day 3";0,908939865
"1511";"FI";"Day 3";0,905899055
"1512";"FI";"Day 3";0,900569907
"1513";"FI";"Day 3";0,892965495
"1514";"FI";"Day 3";0,882621843
"1515";"FI";"Day 3";0,868906091
"1516";"FI";"Day 3";0,851733558
"1517";"FI";"Day 3";0,830047106
"1518";"FI";"Day 3";0,803496266
"1519";"FI";"Day 3";0,772973725
"1520";"FI";"Day 3";0,761576938
"1521";"FI";"Day 3";0,800403158
"1522";"FI";"Day 3";0,830744009
"1523";"FI";"Day 3";0,851595545
"1524";"FI";"Day 3";0,864316135
"1525";"FI";"Day 3";0,871957797
"1526";"FI";"Day 3";0,877503357
"1527";"FI";"Day 3";0,883896587
"1528";"FI";"Day 3";0,891987191
"1529";"FI";"Day 3";0,900261448
"1530";"FI";"Day 3";0,905382632
"1531";"FI";"Day 3";0,905711035
"1532";"FI";"Day 3";0,902396014
"1533";"FI";"Day 3";0,899258355
"1534";"FI";"Day 3";0,899075678
"1535";"FI";"Day 3";0,901324534
"1536";"FI";"Day 3";0,904973981
"1537";"FI";"Day 3";0,9085941
"1538";"FI";"Day 3";0,911217633
"1539";"FI";"Day 3";0,912915651
"1540";"FI";"Day 3";0,913855366
"1541";"FI";"Day 3";0,914971515
"1542";"FI";"Day 3";0,915749258
"1543";"FI";"Day 3";0,914690087
"1544";"FI";"Day 3";0,910268338
"1545";"FI";"Day 3";0,90092269
"1546";"FI";"Day 3";0,886053511
"1547";"FI";"Day 3";0,866303584
"1548";"FI";"Day 3";0,841437902
"1549";"FI";"Day 3";0,811847173
"1550";"FI";"Day 3";0,77839877
"1551";"FI";"Day 3";0,787238575
"1552";"FI";"Day 3";0,82354305
"1553";"FI";"Day 3";0,852735601
"1554";"FI";"Day 3";0,873317463
"1555";"FI";"Day 3";0,886633303
"1556";"FI";"Day 3";0,894626855
"1557";"FI";"Day 3";0,899482757
"1558";"FI";"Day 3";0,903811663
"1559";"FI";"Day 3";0,908525991
"1560";"FI";"Day 3";0,912770829
"1561";"FI";"Day 3";0,914221501
"1562";"FI";"Day 3";0,911877823
"1563";"FI";"Day 3";0,907326406
"1564";"FI";"Day 3";0,904035224
"1565";"FI";"Day 3";0,90399585
"1566";"FI";"Day 3";0,906390111
"1567";"FI";"Day 3";0,909264627
"1568";"FI";"Day 3";0,911419527
"1569";"FI";"Day 3";0,911629801
"1570";"FI";"Day 3";0,911217156
"1571";"FI";"Day 3";0,911476481
"1572";"FI";"Day 3";0,914321747
"1573";"FI";"Day 3";0,919099425
"1574";"FI";"Day 3";0,922694111
"1575";"FI";"Day 3";0,921856352
"1576";"FI";"Day 3";0,913773351
"1577";"FI";"Day 3";0,897887597
"1578";"FI";"Day 3";0,875643373
"1579";"FI";"Day 3";0,847446715
"1580";"FI";"Day 3";0,814610306
"1581";"FI";"Day 3";0,777896733
"1582";"FI";"Day 3";0,802610965
"1583";"FI";"Day 3";0,837998746
"1584";"FI";"Day 3";0,867330727
"1585";"FI";"Day 3";0,889009441
"1586";"FI";"Day 3";0,903847658
"1587";"FI";"Day 3";0,912879208
"1588";"FI";"Day 3";0,917504095
"1589";"FI";"Day 3";0,920052122
"1590";"FI";"Day 3";0,92160532
"1591";"FI";"Day 3";0,922207501
"1592";"FI";"Day 3";0,920756837
"1593";"FI";"Day 3";0,917000654
"1594";"FI";"Day 3";0,912318646
"1595";"FI";"Day 3";0,909164995
"1596";"FI";"Day 3";0,90852806
"1597";"FI";"Day 3";0,90981753
"1598";"FI";"Day 3";0,911014559
"1599";"FI";"Day 3";0,911341808
"1600";"FI";"Day 3";0,909235632
"1601";"FI";"Day 3";0,907116189
"1602";"FI";"Day 3";0,906909935
"1603";"FI";"Day 3";0,911226729
"1604";"FI";"Day 3";0,919139482
"1605";"FI";"Day 3";0,926231006
"1606";"FI";"Day 3";0,927866135
"1607";"FI";"Day 3";0,920362108
"1608";"FI";"Day 3";0,903365007
"1609";"FI";"Day 3";0,878983447
"1610";"FI";"Day 3";0,848001615
"1611";"FI";"Day 3";0,812618535
"1612";"FI";"Day 3";0,773624732
"1613";"FI";"Day 3";0,80278647
"1614";"FI";"Day 3";0,839151956
"1615";"FI";"Day 3";0,870081257
"1616";"FI";"Day 3";0,893932457
"1617";"FI";"Day 3";0,910879799
"1618";"FI";"Day 3";0,921564207
"1619";"FI";"Day 3";0,926841108
"1620";"FI";"Day 3";0,92876479
"1621";"FI";"Day 3";0,928447128
"1622";"FI";"Day 3";0,926723187
"1623";"FI";"Day 3";0,923541399
"1624";"FI";"Day 3";0,919519203
"1625";"FI";"Day 3";0,915525162
"1626";"FI";"Day 3";0,912659117
"1627";"FI";"Day 3";0,910990854
"1628";"FI";"Day 3";0,910748554
"1629";"FI";"Day 3";0,910583328
"1630";"FI";"Day 3";0,910012021
"1631";"FI";"Day 3";0,906892147
"1632";"FI";"Day 3";0,904054973
"1633";"FI";"Day 3";0,90353675
"1634";"FI";"Day 3";0,908334262
"1635";"FI";"Day 3";0,917253907
"1636";"FI";"Day 3";0,925330628
"1637";"FI";"Day 3";0,927321385
"1638";"FI";"Day 3";0,919342735
"1639";"FI";"Day 3";0,901341765
"1640";"FI";"Day 3";0,875688466
"1641";"FI";"Day 3";0,843159438
"1642";"FI";"Day 3";0,80663368
"1643";"FI";"Day 3";0,767013016
"1644";"FI";"Day 3";0,788273466
"1645";"FI";"Day 3";0,826367416
"1646";"FI";"Day 3";0,859450076
"1647";"FI";"Day 3";0,885890702
"1648";"FI";"Day 3";0,905231186
"1649";"FI";"Day 3";0,918091502
"1650";"FI";"Day 3";0,925131939
"1651";"FI";"Day 3";0,928061945
"1652";"FI";"Day 3";0,927859242
"1653";"FI";"Day 3";0,92588741
"1654";"FI";"Day 3";0,922645851
"1655";"FI";"Day 3";0,919398816
"1656";"FI";"Day 3";0,916373809
"1657";"FI";"Day 3";0,913472118
"1658";"FI";"Day 3";0,910462571
"1659";"FI";"Day 3";0,908988664
"1660";"FI";"Day 3";0,908705737
"1661";"FI";"Day 3";0,909031124
"1662";"FI";"Day 3";0,906919353
"1663";"FI";"Day 3";0,904632162
"1664";"FI";"Day 3";0,904022124
"1665";"FI";"Day 3";0,908167164
"1666";"FI";"Day 3";0,915758026
"1667";"FI";"Day 3";0,922122214
"1668";"FI";"Day 3";0,922310801
"1669";"FI";"Day 3";0,913044128
"1670";"FI";"Day 3";0,894659071
"1671";"FI";"Day 3";0,869366418
"1672";"FI";"Day 3";0,837607308
"1673";"FI";"Day 3";0,802480345
"1674";"FI";"Day 3";0,764928023
"1675";"FI";"Day 3";0,763336875
"1676";"FI";"Day 3";0,803118978
"1677";"FI";"Day 3";0,838201227
"1678";"FI";"Day 3";0,866924147
"1679";"FI";"Day 3";0,888494244
"1680";"FI";"Day 3";0,90369937
"1681";"FI";"Day 3";0,913269507
"1682";"FI";"Day 3";0,918610345
"1683";"FI";"Day 3";0,920410847
"1684";"FI";"Day 3";0,92006679
"1685";"FI";"Day 3";0,917922316
"1686";"FI";"Day 3";0,91556154
"1687";"FI";"Day 3";0,913037778
"1688";"FI";"Day 3";0,909721949
"1689";"FI";"Day 3";0,905782483
"1690";"FI";"Day 3";0,904128596
"1691";"FI";"Day 3";0,905145221
"1692";"FI";"Day 3";0,907698079
"1693";"FI";"Day 3";0,907994575
"1694";"FI";"Day 3";0,907078546
"1695";"FI";"Day 3";0,906582334
"1696";"FI";"Day 3";0,909364889
"1697";"FI";"Day 3";0,914177797
"1698";"FI";"Day 3";0,917218136
"1699";"FI";"Day 3";0,914373072
"1700";"FI";"Day 3";0,903347514
"1701";"FI";"Day 3";0,884828467
"1702";"FI";"Day 3";0,860666889
"1703";"FI";"Day 3";0,830877439
"1704";"FI";"Day 3";0,798450154
"1705";"FI";"Day 3";0,764207937
"1706";"FI";"Day 3";0,735565479
"1707";"FI";"Day 3";0,776213734
"1708";"FI";"Day 3";0,812663153
"1709";"FI";"Day 3";0,842995691
"1710";"FI";"Day 3";0,866352256
"1711";"FI";"Day 3";0,883686157
"1712";"FI";"Day 3";0,895774534
"1713";"FI";"Day 3";0,903848186
"1714";"FI";"Day 3";0,908384129
"1715";"FI";"Day 3";0,910495624
"1716";"FI";"Day 3";0,909883859
"1717";"FI";"Day 3";0,908126262
"1718";"FI";"Day 3";0,905668192
"1719";"FI";"Day 3";0,902015253
"1720";"FI";"Day 3";0,898049454
"1721";"FI";"Day 3";0,89726858
"1722";"FI";"Day 3";0,900295635
"1723";"FI";"Day 3";0,905381802
"1724";"FI";"Day 3";0,908401022
"1725";"FI";"Day 3";0,908942644
"1726";"FI";"Day 3";0,908616169
"1727";"FI";"Day 3";0,909846547
"1728";"FI";"Day 3";0,911566368
"1729";"FI";"Day 3";0,910980892
"1730";"FI";"Day 3";0,904893304
"1731";"FI";"Day 3";0,892000686
"1732";"FI";"Day 3";0,873310539
"1733";"FI";"Day 3";0,850486698
"1734";"FI";"Day 3";0,823219764
"1735";"FI";"Day 3";0,79409963
"1736";"FI";"Day 3";0,763644655
"1737";"FI";"Day 3";0,707843677
"1738";"FI";"Day 3";0,748902825
"1739";"FI";"Day 3";0,786479575
"1740";"FI";"Day 3";0,818101631
"1741";"FI";"Day 3";0,842878354
"1742";"FI";"Day 3";0,861875171
"1743";"FI";"Day 3";0,87578574
"1744";"FI";"Day 3";0,885871967
"1745";"FI";"Day 3";0,892665794
"1746";"FI";"Day 3";0,896895112
"1747";"FI";"Day 3";0,897493447
"1748";"FI";"Day 3";0,895919101
"1749";"FI";"Day 3";0,893392456
"1750";"FI";"Day 3";0,889943558
"1751";"FI";"Day 3";0,887058852
"1752";"FI";"Day 3";0,888008968
"1753";"FI";"Day 3";0,8930672
"1754";"FI";"Day 3";0,9000297
"1755";"FI";"Day 3";0,905014157
"1756";"FI";"Day 3";0,90650501
"1757";"FI";"Day 3";0,906514285
"1758";"FI";"Day 3";0,90694131
"1759";"FI";"Day 3";0,906750131
"1760";"FI";"Day 3";0,903715148
"1761";"FI";"Day 3";0,895149367
"1762";"FI";"Day 3";0,880457187
"1763";"FI";"Day 3";0,860956744
"1764";"FI";"Day 3";0,838549655
"1765";"FI";"Day 3";0,812957058
"1766";"FI";"Day 3";0,786265481
"1767";"FI";"Day 3";0,758676127
"1768";"FI";"Day 3";0,679452366
"1769";"FI";"Day 3";0,721717317
"1770";"FI";"Day 3";0,761196888
"1771";"FI";"Day 3";0,79455009
"1772";"FI";"Day 3";0,82057774
"1773";"FI";"Day 3";0,840475019
"1774";"FI";"Day 3";0,854707907
"1775";"FI";"Day 3";0,865023942
"1776";"FI";"Day 3";0,872473139
"1777";"FI";"Day 3";0,877608461
"1778";"FI";"Day 3";0,878747859
"1779";"FI";"Day 3";0,877270026
"1780";"FI";"Day 3";0,875194807
"1781";"FI";"Day 3";0,872941512
"1782";"FI";"Day 3";0,872129466
"1783";"FI";"Day 3";0,875168147
"1784";"FI";"Day 3";0,88151334
"1785";"FI";"Day 3";0,889049198
"1786";"FI";"Day 3";0,894691231
"1787";"FI";"Day 3";0,896533553
"1788";"FI";"Day 3";0,897253866
"1789";"FI";"Day 3";0,898013086
"1790";"FI";"Day 3";0,897251785
"1791";"FI";"Day 3";0,892688058
"1792";"FI";"Day 3";0,881888583
"1793";"FI";"Day 3";0,86491582
"1794";"FI";"Day 3";0,843643882
"1795";"FI";"Day 3";0,820617428
"1796";"FI";"Day 3";0,795876688
"1797";"FI";"Day 3";0,770803048
"1798";"FI";"Day 3";0,745325526
"1799";"FI";"Day 3";0,645405309
"1800";"FI";"Day 3";0,69024812
"1801";"FI";"Day 3";0,732845142
"1802";"FI";"Day 3";0,768765016
"1803";"FI";"Day 3";0,796242334
"1804";"FI";"Day 3";0,816597921
"1805";"FI";"Day 3";0,830136189
"1806";"FI";"Day 3";0,839444944
"1807";"FI";"Day 3";0,846408598
"1808";"FI";"Day 3";0,85155025
"1809";"FI";"Day 3";0,852699666
"1810";"FI";"Day 3";0,851381055
"1811";"FI";"Day 3";0,85036131
"1812";"FI";"Day 3";0,850120243
"1813";"FI";"Day 3";0,852157709
"1814";"FI";"Day 3";0,85738662
"1815";"FI";"Day 3";0,864247915
"1816";"FI";"Day 3";0,87112839
"1817";"FI";"Day 3";0,876135016
"1818";"FI";"Day 3";0,877853284
"1819";"FI";"Day 3";0,879782647
"1820";"FI";"Day 3";0,882248489
"1821";"FI";"Day 3";0,882513453
"1822";"FI";"Day 3";0,877627034
"1823";"FI";"Day 3";0,86515691
"1824";"FI";"Day 3";0,845727349
"1825";"FI";"Day 3";0,821952694
"1826";"FI";"Day 3";0,797226225
"1827";"FI";"Day 3";0,772180586
"1828";"FI";"Day 3";0,747404758
"1829";"FI";"Day 3";0,722855333
"1830";"FI";"Day 3";0,604635766
"1831";"FI";"Day 3";0,652667808
"1832";"FI";"Day 3";0,699033758
"1833";"FI";"Day 3";0,738129424
"1834";"FI";"Day 3";0,767298857
"1835";"FI";"Day 3";0,787860683
"1836";"FI";"Day 3";0,800067782
"1837";"FI";"Day 3";0,807629827
"1838";"FI";"Day 3";0,813485178
"1839";"FI";"Day 3";0,818251519
"1840";"FI";"Day 3";0,819343835
"1841";"FI";"Day 3";0,818605737
"1842";"FI";"Day 3";0,819329298
"1843";"FI";"Day 3";0,821702949
"1844";"FI";"Day 3";0,826921176
"1845";"FI";"Day 3";0,834131339
"1846";"FI";"Day 3";0,840566674
"1847";"FI";"Day 3";0,845490254
"1848";"FI";"Day 3";0,848374802
"1849";"FI";"Day 3";0,849182884
"1850";"FI";"Day 3";0,852430248
"1851";"FI";"Day 3";0,857699546
"1852";"FI";"Day 3";0,86046728
"1853";"FI";"Day 3";0,856567959
"1854";"FI";"Day 3";0,843266096
"1855";"FI";"Day 3";0,821615012
"1856";"FI";"Day 3";0,795126574
"1857";"FI";"Day 3";0,768149917
"1858";"FI";"Day 3";0,742105801
"1859";"FI";"Day 3";0,71679484
"1860";"FI";"Day 3";0,692464718
"1861";"FI";"Day 3";0,557227555
"1862";"FI";"Day 3";0,608163611
"1863";"FI";"Day 3";0,658216153
"1864";"FI";"Day 3";0,700646202
"1865";"FI";"Day 3";0,73163624
"1866";"FI";"Day 3";0,752161951
"1867";"FI";"Day 3";0,762599717
"1868";"FI";"Day 3";0,767970687
"1869";"FI";"Day 3";0,772527183
"1870";"FI";"Day 3";0,777180668
"1871";"FI";"Day 3";0,778918823
"1872";"FI";"Day 3";0,779905433
"1873";"FI";"Day 3";0,783437352
"1874";"FI";"Day 3";0,789049816
"1875";"FI";"Day 3";0,797460449
"1876";"FI";"Day 3";0,806160681
"1877";"FI";"Day 3";0,811351218
"1878";"FI";"Day 3";0,813343015
"1879";"FI";"Day 3";0,813114696
"1880";"FI";"Day 3";0,812425699
"1881";"FI";"Day 3";0,816823368
"1882";"FI";"Day 3";0,825345457
"1883";"FI";"Day 3";0,831441183
"1884";"FI";"Day 3";0,829521244
"1885";"FI";"Day 3";0,816293684
"1886";"FI";"Day 3";0,792941893
"1887";"FI";"Day 3";0,763944843
"1888";"FI";"Day 3";0,734556857
"1889";"FI";"Day 3";0,707098539
"1890";"FI";"Day 3";0,680699563
"1891";"FI";"Day 3";0,656274912
"1892";"FI";"Day 3";0,505661937
"1893";"FI";"Day 3";0,558389803
"1894";"FI";"Day 3";0,611310208
"1895";"FI";"Day 3";0,656725164
"1896";"FI";"Day 3";0,68953501
"1897";"FI";"Day 3";0,709969175
"1898";"FI";"Day 3";0,718613251
"1899";"FI";"Day 3";0,721769833
"1900";"FI";"Day 3";0,724991527
"1901";"FI";"Day 3";0,729632281
"1902";"FI";"Day 3";0,732355952
"1903";"FI";"Day 3";0,735746118
"1904";"FI";"Day 3";0,742752753
"1905";"FI";"Day 3";0,752029373
"1906";"FI";"Day 3";0,763570565
"1907";"FI";"Day 3";0,773474875
"1908";"FI";"Day 3";0,777078991
"1909";"FI";"Day 3";0,775940971
"1910";"FI";"Day 3";0,772397878
"1911";"FI";"Day 3";0,770056517
"1912";"FI";"Day 3";0,77527029
"1913";"FI";"Day 3";0,786922105
"1914";"FI";"Day 3";0,796536696
"1915";"FI";"Day 3";0,797271706
"1916";"FI";"Day 3";0,785011093
"1917";"FI";"Day 3";0,760657845
"1918";"FI";"Day 3";0,72956017
"1919";"FI";"Day 3";0,697795875
"1920";"FI";"Day 3";0,668664947
"1921";"FI";"Day 3";0,640712856
"1922";"FI";"Day 3";0,616110603
"1923";"FI";"Day 3";0,451602418
"1924";"FI";"Day 3";0,504531228
"1925";"FI";"Day 3";0,558790902
"1926";"FI";"Day 3";0,606043239
"1927";"FI";"Day 3";0,640224541
"1928";"FI";"Day 3";0,660517186
"1929";"FI";"Day 3";0,667979123
"1930";"FI";"Day 3";0,669930382
"1931";"FI";"Day 3";0,672954717
"1932";"FI";"Day 3";0,67869746
"1933";"FI";"Day 3";0,683387072
"1934";"FI";"Day 3";0,68994159
"1935";"FI";"Day 3";0,700802882
"1936";"FI";"Day 3";0,713782765
"1937";"FI";"Day 3";0,727961341
"1938";"FI";"Day 3";0,738333288
"1939";"FI";"Day 3";0,739612758
"1940";"FI";"Day 3";0,734613053
"1941";"FI";"Day 3";0,726877355
"1942";"FI";"Day 3";0,72191031
"1943";"FI";"Day 3";0,727023674
"1944";"FI";"Day 3";0,741301722
"1945";"FI";"Day 3";0,754645288
"1946";"FI";"Day 3";0,759146215
"1947";"FI";"Day 3";0,749386657
"1948";"FI";"Day 3";0,725290706
"1949";"FI";"Day 3";0,692804451
"1950";"FI";"Day 3";0,658764767
"1951";"FI";"Day 3";0,627658456
"1952";"FI";"Day 3";0,597690212
"1953";"FI";"Day 3";0,572810771
"1954";"FS";"Day 1";0,215857992
"1955";"FS";"Day 1";0,259465832
"1956";"FS";"Day 1";0,313669421
"1957";"FS";"Day 1";0,37895266
"1958";"FS";"Day 1";0,439942734
"1959";"FS";"Day 1";0,481743373
"1960";"FS";"Day 1";0,491559207
"1961";"FS";"Day 1";0,477572335
"1962";"FS";"Day 1";0,460256807
"1963";"FS";"Day 1";0,456133491
"1964";"FS";"Day 1";0,463942293
"1965";"FS";"Day 1";0,452574284
"1966";"FS";"Day 1";0,407527395
"1967";"FS";"Day 1";0,368265577
"1968";"FS";"Day 1";0,360933119
"1969";"FS";"Day 1";0,375912363
"1970";"FS";"Day 1";0,39317933
"1971";"FS";"Day 1";0,386704784
"1972";"FS";"Day 1";0,431395691
"1973";"FS";"Day 1";0,458499979
"1974";"FS";"Day 1";0,512097782
"1975";"FS";"Day 1";0,5827376
"1976";"FS";"Day 1";0,646900271
"1977";"FS";"Day 1";0,671946823
"1978";"FS";"Day 1";0,651558744
"1979";"FS";"Day 1";0,606637366
"1980";"FS";"Day 1";0,557333071
"1981";"FS";"Day 1";0,512948392
"1982";"FS";"Day 1";0,472615354
"1983";"FS";"Day 1";0,442803414
"1984";"FS";"Day 1";0,414362869
"1985";"FS";"Day 1";0,261291991
"1986";"FS";"Day 1";0,310322245
"1987";"FS";"Day 1";0,367714575
"1988";"FS";"Day 1";0,432291128
"1989";"FS";"Day 1";0,489757901
"1990";"FS";"Day 1";0,526994216
"1991";"FS";"Day 1";0,534941743
"1992";"FS";"Day 1";0,52300982
"1993";"FS";"Day 1";0,509740926
"1994";"FS";"Day 1";0,509290164
"1995";"FS";"Day 1";0,518617446
"1996";"FS";"Day 1";0,504800555
"1997";"FS";"Day 1";0,452904365
"1998";"FS";"Day 1";0,40691653
"1999";"FS";"Day 1";0,397651815
"2000";"FS";"Day 1";0,412755128
"2001";"FS";"Day 1";0,429726335
"2002";"FS";"Day 1";0,422006335
"2003";"FS";"Day 1";0,469980633
"2004";"FS";"Day 1";0,498471983
"2005";"FS";"Day 1";0,553429846
"2006";"FS";"Day 1";0,623683634
"2007";"FS";"Day 1";0,684762154
"2008";"FS";"Day 1";0,707440888
"2009";"FS";"Day 1";0,687722588
"2010";"FS";"Day 1";0,644856953
"2011";"FS";"Day 1";0,597189364
"2012";"FS";"Day 1";0,553367196
"2013";"FS";"Day 1";0,512810019
"2014";"FS";"Day 1";0,481461118
"2015";"FS";"Day 1";0,451893439
"2016";"FS";"Day 1";0,318350523
"2017";"FS";"Day 1";0,37061246
"2018";"FS";"Day 1";0,427778518
"2019";"FS";"Day 1";0,488462679
"2020";"FS";"Day 1";0,540028787
"2021";"FS";"Day 1";0,571785715
"2022";"FS";"Day 1";0,578026011
"2023";"FS";"Day 1";0,56856693
"2024";"FS";"Day 1";0,559859367
"2025";"FS";"Day 1";0,563418148
"2026";"FS";"Day 1";0,573790385
"2027";"FS";"Day 1";0,558104195
"2028";"FS";"Day 1";0,502111251
"2029";"FS";"Day 1";0,451676757
"2030";"FS";"Day 1";0,441322825
"2031";"FS";"Day 1";0,456080234
"2032";"FS";"Day 1";0,471129503
"2033";"FS";"Day 1";0,46179343
"2034";"FS";"Day 1";0,509303178
"2035";"FS";"Day 1";0,537888491
"2036";"FS";"Day 1";0,59227276
"2037";"FS";"Day 1";0,659767928
"2038";"FS";"Day 1";0,71571805
"2039";"FS";"Day 1";0,735253899
"2040";"FS";"Day 1";0,716763234
"2041";"FS";"Day 1";0,677154375
"2042";"FS";"Day 1";0,632384032
"2043";"FS";"Day 1";0,590242073
"2044";"FS";"Day 1";0,550183064
"2045";"FS";"Day 1";0,517380989
"2046";"FS";"Day 1";0,486621125
"2047";"FS";"Day 1";0,378621393
"2048";"FS";"Day 1";0,431741561
"2049";"FS";"Day 1";0,486416507
"2050";"FS";"Day 1";0,542152338
"2051";"FS";"Day 1";0,588232456
"2052";"FS";"Day 1";0,61604635
"2053";"FS";"Day 1";0,622280369
"2054";"FS";"Day 1";0,616116064
"2055";"FS";"Day 1";0,611635234
"2056";"FS";"Day 1";0,617704518
"2057";"FS";"Day 1";0,626438739
"2058";"FS";"Day 1";0,607779039
"2059";"FS";"Day 1";0,550918641
"2060";"FS";"Day 1";0,499189628
"2061";"FS";"Day 1";0,488359068
"2062";"FS";"Day 1";0,501321812
"2063";"FS";"Day 1";0,512781692
"2064";"FS";"Day 1";0,502938034
"2065";"FS";"Day 1";0,54698327
"2066";"FS";"Day 1";0,574927569
"2067";"FS";"Day 1";0,626742706
"2068";"FS";"Day 1";0,68887742
"2069";"FS";"Day 1";0,737971495
"2070";"FS";"Day 1";0,753937799
"2071";"FS";"Day 1";0,73716359
"2072";"FS";"Day 1";0,701612911
"2073";"FS";"Day 1";0,660584786
"2074";"FS";"Day 1";0,621038311
"2075";"FS";"Day 1";0,582198084
"2076";"FS";"Day 1";0,548343309
"2077";"FS";"Day 1";0,516498611
"2078";"FS";"Day 1";0,434035948
"2079";"FS";"Day 1";0,486298511
"2080";"FS";"Day 1";0,537662226
"2081";"FS";"Day 1";0,58871434
"2082";"FS";"Day 1";0,630659516
"2083";"FS";"Day 1";0,656619664
"2084";"FS";"Day 1";0,664955913
"2085";"FS";"Day 1";0,663355477
"2086";"FS";"Day 1";0,662994869
"2087";"FS";"Day 1";0,669704179
"2088";"FS";"Day 1";0,673474629
"2089";"FS";"Day 1";0,651314387
"2090";"FS";"Day 1";0,597957178
"2091";"FS";"Day 1";0,549322971
"2092";"FS";"Day 1";0,538264673
"2093";"FS";"Day 1";0,546724193
"2094";"FS";"Day 1";0,551567757
"2095";"FS";"Day 1";0,540848715
"2096";"FS";"Day 1";0,576859656
"2097";"FS";"Day 1";0,60217053
"2098";"FS";"Day 1";0,648965654
"2099";"FS";"Day 1";0,703750472
"2100";"FS";"Day 1";0,745906354
"2101";"FS";"Day 1";0,759543245
"2102";"FS";"Day 1";0,745997817
"2103";"FS";"Day 1";0,715776468
"2104";"FS";"Day 1";0,679293578
"2105";"FS";"Day 1";0,642909919
"2106";"FS";"Day 1";0,605461582
"2107";"FS";"Day 1";0,570601586
"2108";"FS";"Day 1";0,537134049
"2109";"FS";"Day 1";0,470283694
"2110";"FS";"Day 1";0,522374963
"2111";"FS";"Day 1";0,573371802
"2112";"FS";"Day 1";0,622921934
"2113";"FS";"Day 1";0,664561926
"2114";"FS";"Day 1";0,691900615
"2115";"FS";"Day 1";0,704088982
"2116";"FS";"Day 1";0,707095381
"2117";"FS";"Day 1";0,709643802
"2118";"FS";"Day 1";0,71476607
"2119";"FS";"Day 1";0,710992934
"2120";"FS";"Day 1";0,685645683
"2121";"FS";"Day 1";0,639316235
"2122";"FS";"Day 1";0,597647514
"2123";"FS";"Day 1";0,586489285
"2124";"FS";"Day 1";0,588595841
"2125";"FS";"Day 1";0,585703801
"2126";"FS";"Day 1";0,57410987
"2127";"FS";"Day 1";0,598352257
"2128";"FS";"Day 1";0,618170841
"2129";"FS";"Day 1";0,657047315
"2130";"FS";"Day 1";0,702847922
"2131";"FS";"Day 1";0,739074123
"2132";"FS";"Day 1";0,752597999
"2133";"FS";"Day 1";0,74431393
"2134";"FS";"Day 1";0,720812833
"2135";"FS";"Day 1";0,689491615
"2136";"FS";"Day 1";0,656380367
"2137";"FS";"Day 1";0,619972477
"2138";"FS";"Day 1";0,583601714
"2139";"FS";"Day 1";0,547308377
"2140";"FS";"Day 1";0,495856599
"2141";"FS";"Day 1";0,548751191
"2142";"FS";"Day 1";0,60052629
"2143";"FS";"Day 1";0,649719241
"2144";"FS";"Day 1";0,691187802
